Plant Code,Plant Name,Warehouse Code,Warehouse,Mode,Link Type,Route Type,PMT,Distance
KAK,Kakinada,AGRA,Agra,Rail,Primary,Plane,4215.16723,1647
KAK,Kakinada,AHMED,Ahmedabad,Rail,Primary,Plane,2969.992444,1647
KAK,Kakinada,LUCKN,Lucknow,Rail,Primary,Plane,4765.550191,1738
KAK,Kakinada,RAJKO,Rajkot,Rail,Primary,Plane,2990.330802,1828
KAK,Kakinada,GHAZI,Ghaziabad,Rail,Primary,Plane,4373.185563,1867
KAK,Kakinada,JAIPU,Jaipur,Rail,Primary,Plane,3841.340995,1871
KAK,Kakinada,KARAW,Karawal Nagar,Rail,Primary,Plane,4340.810294,1877
KAK,Kakinada,BAREI,Bareilly,Rail,Primary,Plane,4519.624379,1880
KAK,Kakinada,DELHI,Delhi,Rail,Primary,Plane,4440.751281,1891
KAK,Kakinada,JODHP,Jodhpur,Rail,Primary,Plane,4296.673815,1920
KAK,Kakinada,SONIP,Sonipat,Rail,Primary,Plane,4616.183748,1920
KAK,Kakinada,ROHTA,Rohtak,Rail,Primary,Plane,5457.928062,1949
KAK,Kakinada,SITAR,Sitarganj,Rail,Primary,Plane,4904.42593,1967
KAK,Kakinada,HALDW,Haldwani,Rail,Primary,Plane,4905.592657,1983
KAK,Kakinada,GUWAH,Guwahati,Rail,Primary,Plane,5911.749828,1985
KAK,Kakinada,KARNA,Karnal,Rail,Primary,Plane,4410.543997,1992
KAK,Kakinada,KASHI,Kashipur,Rail,Primary,Plane,4665.077097,2041
KAK,Kakinada,SAHAR,Saharanpur,Rail,Primary,Plane,4934.435343,2048
KAK,Kakinada,SHAHB,Shahbad,Rail,Primary,Plane,4766.143367,2052
KAK,Kakinada,GORAK,Gorakhpur,Rail,Primary,Plane,5727.925566,2084
KAK,Kakinada,PATLI,Patli,Rail,Primary,Plane,4877.414293,2100
KAK,Kakinada,RAJPU,Rajpura,Rail,Primary,Plane,4848.030057,2100
KAK,Kakinada,NAHAN,Nahan,Rail,Primary,Plane,5122.429623,2126
KAK,Kakinada,BADDI,Baddi,Rail,Primary,Plane,6191.992117,2153
KAK,Kakinada,LUDHI,Ludhiana,Rail,Primary,Plane,5026.951183,2183
KAK,Kakinada,BHATI,Bhatinda,Rail,Primary,Plane,5119.257782,2202
KAK,Kakinada,JALLA,Jallandhar,Rail,Primary,Plane,4748.240147,2245
KAK,Kakinada,AMRIT,Amritsar,Rail,Primary,Plane,5485.4738,2324
KAK,Kakinada,JAMMU,Jammu,Rail,Primary,Plane,6275.12484,2463
KRI,Krishnapatnam,NELLO,Nellore,Road,Secondary,Hilli,725.0531928,26.3
KRI,Krishnapatnam,GUDUR,Gudur,Road,Secondary,Hilli,1499.987469,44
KRI,Krishnapatnam,NAYUD,Nayudupeta,Road,Secondary,Hilli,917.0367432,70
KRI,Krishnapatnam,KAVAL,Kavali,Road,Secondary,Hilli,1104.571706,82
KRI,Krishnapatnam,SULLU,Sullurpeta,Road,Secondary,Hilli,1460.191629,97
KRI,Krishnapatnam,VINJA,Vinjamur,Road,Secondary,Hilli,1373.270488,103
KRI,Krishnapatnam,TIRUP,Tirupati,Road,Secondary,Hilli,1269.770454,133
KRI,Krishnapatnam,RAJAM,Rajampet,Road,Secondary,Hilli,1641.028649,135
KRI,Krishnapatnam,KANDU,Kandukur,Road,Secondary,Hilli,1584.189948,136
KRI,Krishnapatnam,ONGOL,Ongole,Road,Secondary,Hilli,1349.294121,154
KRI,Krishnapatnam,NAGAR,Nagari,Road,Secondary,Hilli,1589.348187,162
KRI,Krishnapatnam,CHENN,Chennai,Road,Secondary,Hilli,719.881071,177
KRI,Krishnapatnam,CUDDA,Cuddapah,Road,Secondary,Hilli,795.91681,183
KRI,Krishnapatnam,KADAP,Kadapa,Road,Secondary,Hilli,783.6634513,183
KRI,Krishnapatnam,KANIG,Kanigiri,Road,Secondary,Hilli,1834.146115,184
KRI,Krishnapatnam,RAYAC,Rayachoti,Road,Secondary,Hilli,1740.493439,190
KRI,Krishnapatnam,ADDAN,Addanki,Road,Secondary,Hilli,1466.995424,193
KRI,Krishnapatnam,CHITT,Chittoor,Road,Secondary,Hilli,1236.228012,202
KRI,Krishnapatnam,PRODD,Proddatur,Road,Secondary,Hilli,1587.996443,206
KRI,Krishnapatnam,CHIRA,Chirala,Road,Secondary,Hilli,1910.334124,214
KRI,Krishnapatnam,DARSI,Darsi,Road,Secondary,Hilli,2087.544693,226
KRI,Krishnapatnam,CHILA,Chilakaluripet,Road,Secondary,Hilli,1101.149395,227
KRI,Krishnapatnam,GIDDA,Giddaluru,Road,Secondary,Hilli,1282.684546,227
KRI,Krishnapatnam,PALAM,Palamaner,Road,Secondary,Hilli,1473.269969,245
KRI,Krishnapatnam,MADAN,Madanapalle,Road,Secondary,Hilli,1475.685901,249
KRI,Krishnapatnam,PUNGA,Punganur,Road,Secondary,Hilli,1750.959779,250
KRI,Krishnapatnam,KADIR,Kadiri,Road,Secondary,Hilli,1952.147407,264
KRI,Krishnapatnam,KOILK,Koilkuntla,Road,Secondary,Hilli,1530.003,264
KRI,Krishnapatnam,GUNTU,Guntur,Road,Secondary,Hilli,1039.052435,268
KRI,Krishnapatnam,SATTE,Sattenapalle,Road,Secondary,Hilli,949.1851248,269
KRI,Krishnapatnam,TENAL,Tenali,Road,Secondary,Hilli,1063.230247,291
KRI,Krishnapatnam,YADIK,Yadiki,Road,Secondary,Hilli,973.917792,300
KRI,Krishnapatnam,VIJAY,Vijayawada,Road,Secondary,Hilli,866.4972017,305
KRI,Krishnapatnam,DHONE,Dhone,Road,Secondary,Hilli,2218.300439,331
KRI,Krishnapatnam,PONDI,Pondicherry,Road,Secondary,Hilli,1167.761527,334
KRI,Krishnapatnam,ANANT,Anantapur,Road,Secondary,Hilli,2017.723515,339
KRI,Krishnapatnam,GUDIV,Gudivada,Road,Secondary,Hilli,1322.004439,345
KRI,Krishnapatnam,KURNO,Kurnool,Road,Secondary,Hilli,1749.3961,351
KRI,Krishnapatnam,PENUK,Penukonda,Road,Secondary,Hilli,2172.818179,353
KRI,Krishnapatnam,GUNTA,Guntakal,Road,Secondary,Hilli,1739.706653,359
KRI,Krishnapatnam,TIRUV,Tiruvannamalai,Road,Secondary,Hilli,1172.640227,359
KRI,Krishnapatnam,PATTI,Pattikonda,Road,Secondary,Hilli,2439.224223,365
KRI,Krishnapatnam,HINDU,Hindupur,Road,Secondary,Hilli,2275.172099,377
KRI,Krishnapatnam,BANGA,Bangalore,Road,Secondary,Hilli,1183.081172,383
KRI,Krishnapatnam,BENGA,Bengaluru,Road,Secondary,Hilli,1263.007732,383
KRI,Krishnapatnam,KALLU,Kallur,Road,Secondary,Hilli,1199.979691,400
KRI,Krishnapatnam,ADONI,Adoni,Road,Secondary,Hilli,2260.696439,403
KRI,Krishnapatnam,TADEP,Tadepalligudem,Road,Secondary,Hilli,1350.003175,414
KRI,Krishnapatnam,MANTR,Mantralayam,Road,Secondary,Hilli,1416.665331,433
KRI,Krishnapatnam,RAYAD,Rayadurg,Road,Secondary,Hilli,2417.030915,452
KRI,Krishnapatnam,HYDER,Hyderabad,Road,Secondary,Hilli,1509.354576,480
KRI,Krishnapatnam,TRICH,Trichy,Road,Secondary,Hilli,1403.015841,497
KRI,Krishnapatnam,KAKIN,Kakinada,Road,Secondary,Hilli,1318.004317,523
KRI,Krishnapatnam,TELAN,Telangana,Road,Secondary,Hilli,1539.227666,539
KRI,Krishnapatnam,MYSOR,Mysore,Road,Secondary,Hilli,1476.853343,544
KRI,Krishnapatnam,SRUNG,Srungavaram,Road,Secondary,Hilli,1688.00293,544
KRI,Krishnapatnam,COIMB,Coimbatore,Road,Secondary,Hilli,1606.771123,614
KRI,Krishnapatnam,ANAKA,Anakapalle,Road,Secondary,Hilli,1705.131497,627
KRI,Krishnapatnam,MADUR,Madurai,Road,Secondary,Hilli,1700.013622,627
KRI,Krishnapatnam,VISAK,Visakhapatnam,Road,Secondary,Hilli,1436.888184,651
KRI,Krishnapatnam,VISHA,Vishakapatnam,Road,Secondary,Hilli,1555.219211,651
KRI,Krishnapatnam,GULBA,Gulbarga,Road,Secondary,Hilli,1485.908863,686
KRI,Krishnapatnam,SRUNG,Srungavarapukota,Road,Secondary,Hilli,1937.986481,687
KRI,Krishnapatnam,VIZIA,Vizianagaram,Road,Secondary,Hilli,1688.244615,699
KRI,Krishnapatnam,MANGA,Mangalore,Road,Secondary,Hilli,2111.218592,732
KRI,Krishnapatnam,SRIKA,Srikakulam,Road,Secondary,Hilli,1707.044348,756
KRI,Krishnapatnam,HUBLI,Hubli,Road,Secondary,Hilli,1745.752471,766
KRI,Krishnapatnam,HUBLI,Hubli-Dharwad,Road,Secondary,Hilli,1668.520293,766
KRI,Krishnapatnam,NARAS,Narasannapeta,Road,Secondary,Hilli,1616.133666,780
KRI,Krishnapatnam,JEYPO,Jeypore,Road,Secondary,Hilli,2258.540489,781
KRI,Krishnapatnam,JEYPU,Jeypur,Road,Secondary,Hilli,2426.62846,781
KRI,Krishnapatnam,PARVA,Parvathipuram,Road,Secondary,Hilli,1656.001887,785
KRI,Krishnapatnam,CALIC,Calicut,Road,Secondary,Hilli,2431.670161,788
KRI,Krishnapatnam,KOCHI,Kochi,Road,Secondary,Hilli,2260.882197,800
KRI,Krishnapatnam,SOLAP,Solapur,Road,Secondary,Hilli,1752.283153,805
KRI,Krishnapatnam,SANGL,Sangli-Miraj & Kupwad,Road,Secondary,Hilli,2021.109517,818
KRI,Krishnapatnam,BERHA,Berhampur,Road,Secondary,Hilli,2010.428693,916
KRI,Krishnapatnam,BRAHM,Brahmapur,Road,Secondary,Hilli,2225.870122,916
KRI,Krishnapatnam,GOA,Goa,Road,Secondary,Hilli,2122.470809,916
KRI,Krishnapatnam,KOLHA,Kolhapur,Road,Secondary,Hilli,2190.121275,968
KRI,Krishnapatnam,NAGPU,Nagpur,Road,Secondary,Hilli,1753.76272,977
KRI,Krishnapatnam,AURAN,Aurangabad,Road,Secondary,Hilli,1903.287083,1033
KRI,Krishnapatnam,PUNE,Pune,Road,Secondary,Hilli,1907.238593,1055
KRI,Krishnapatnam,CHHIN,Chhindwara,Road,Secondary,Hilli,2408.481166,1101
KRI,Krishnapatnam,CUTTA,Cuttack,Road,Secondary,Hilli,2096.456563,1106
KRI,Krishnapatnam,JALGA,Jalgaon,Road,Secondary,Hilli,1957.441318,1130
KRI,Krishnapatnam,NASHI,Nashik,Road,Secondary,Hilli,1984.587587,1160
KRI,Krishnapatnam,PANVE,Panvel,Road,Secondary,Hilli,1947.987606,1169
KRI,Krishnapatnam,NAVI ,Navi Mumbai,Road,Secondary,Hilli,1941.035876,1182
KRI,Krishnapatnam,BHIWA,Bhiwandi,Road,Secondary,Hilli,1962.196407,1211
KRI,Krishnapatnam,SAMBA,Sambalpur,Road,Secondary,Hilli,2474.743211,1239
KRI,Krishnapatnam,RAIPU,Raipur,Road,Secondary,Hilli,1971.142918,1257
KRI,Krishnapatnam,JABAL,Jabalpur,Road,Secondary,Hilli,2545.45557,1261
KRI,Krishnapatnam,INDOR,Indore,Road,Secondary,Hilli,2327.003897,1337
KRI,Krishnapatnam,BILAS,Bilaspur,Road,Secondary,Hilli,2677.512959,1365
KRI,Krishnapatnam,SURAT,Surat,Road,Secondary,Hilli,2143.178845,1401
KRI,Krishnapatnam,SATNA,Satna,Road,Secondary,Hilli,2761.697377,1456
KRI,Krishnapatnam,HALDI,Haldia,Road,Secondary,Hilli,2935.676802,1506
KRI,Krishnapatnam,KOLKA,Kolkata,Road,Secondary,Hilli,3336.87283,1522
KRI,Krishnapatnam,RANCH,Ranchi,Road,Secondary,Hilli,3386.567455,1533
KRI,Krishnapatnam,ASANS,Asansol,Road,Secondary,Hilli,3192.415124,1588
KRI,Krishnapatnam,ALLAH,Allahabad,Road,Secondary,Hilli,3686.113188,1611
KRI,Krishnapatnam,AHMED,Ahmedabad,Road,Secondary,Hilli,2356.718066,1642
KRI,Krishnapatnam,GWALI,Gwalior,Road,Secondary,Hilli,3131.950922,1679
KRI,Krishnapatnam,VARAN,Varanasi,Road,Secondary,Hilli,4126.727955,1717
KRI,Krishnapatnam,AGRA,Agra,Road,Secondary,Hilli,4073.616264,1810
KRI,Krishnapatnam,KANPU,Kanpur,Road,Secondary,Hilli,3397.718765,1813
KRI,Krishnapatnam,RAJKO,Rajkot,Road,Secondary,Hilli,2429.654776,1824
KRI,Krishnapatnam,MALDA,Malda,Road,Secondary,Hilli,5475.997399,1856
KRI,Krishnapatnam,PURNE,Purnea,Road,Secondary,Hilli,5701.969125,1885
KRI,Krishnapatnam,FAIZA,Faizabad,Road,Secondary,Hilli,4118.182156,1893
KRI,Krishnapatnam,LUCKN,Lucknow,Road,Secondary,Hilli,3697.698199,1901
KRI,Krishnapatnam,MUZAF,Muzaffarpur,Road,Secondary,Hilli,4879.525835,1939
KRI,Krishnapatnam,CHAPR,Chapra,Road,Secondary,Hilli,2063.07723,1942
KRI,Krishnapatnam,GHAZI,Ghaziabad,Road,Secondary,Hilli,4057.482629,2029
KRI,Krishnapatnam,BAREI,Bareilly,Road,Secondary,Hilli,3853.461065,2043
KRI,Krishnapatnam,SILIG,Siliguri,Road,Secondary,Hilli,4765.997724,2053
KRI,Krishnapatnam,DELHI,Delhi,Road,Secondary,Hilli,4214.96081,2054
KRI,Krishnapatnam,ROHTA,Rohtak,Road,Secondary,Hilli,4015.474032,2112
KRI,Krishnapatnam,MORAD,Moradabad,Road,Secondary,Hilli,4489.393916,2140
KRI,Krishnapatnam,SAHAR,Saharanpur,Road,Secondary,Hilli,4257.760664,2210
KRI,Krishnapatnam,HISAR,Hisar,Road,Secondary,Hilli,4149.938806,2213
KRI,Krishnapatnam,HISSA,Hissar,Road,Secondary,Hilli,4080.165812,2213
KRI,Krishnapatnam,SHAHB,Shahbad,Road,Secondary,Hilli,4761.945226,2214
KRI,Krishnapatnam,BIRGA,Birganj,Road,Secondary,Hilli,6355.481261,2245
KRI,Krishnapatnam,PATLI,Patli,Road,Secondary,Hilli,4011.967668,2262
KRI,Krishnapatnam,RAJPU,Rajpura,Road,Secondary,Hilli,4428.934835,2263
KRI,Krishnapatnam,BADDI,Baddi,Road,Secondary,Hilli,4452.045515,2316
KRI,Krishnapatnam,LUDHI,Ludhiana,Road,Secondary,Hilli,3942.237454,2345
KRI,Krishnapatnam,BHATI,Bhatinda,Road,Secondary,Hilli,4130.966532,2364
KRI,Krishnapatnam,JALAN,Jalandhar,Road,Secondary,Hilli,4904.94382,2407
KRI,Krishnapatnam,JALLA,Jallandhar,Road,Secondary,Hilli,4105.495222,2407
KRI,Krishnapatnam,AMRIT,Amritsar,Road,Secondary,Hilli,4314.924135,2487
KRI,Krishnapatnam,BEHRA,Behrampur,Road,Secondary,Hilli,2325.184836,2513
KRI,Krishnapatnam,JAMMU,Jammu,Road,Secondary,Hilli,5199.989868,2626
